ordem,html,tipo,titulo,caminho,url_origem,descricao,imagens_base,marcadores,rotulos,uso_no_produto,rota_sugerida
44,02_celulas/02_estruturas/02_membranas/02_membranes-2/index.html,página de lâmina,Membranes,Células > Estruturas > Membranas > Membranes 2,https://digitalhistology.org/cells/structures-2/membranes/membranes-2/,"Membranes are present at the cell surface and also form membranous intracellular organelles, such as RER, mitochondria and vesicles. All membranes are unit membranes, consisting of a phospholipid bilayer and protein; integral membrane proteins span the bilayer; peripheral proteins associate with the membrane surface. Membranes are 8-10 nm in thickness. 45,000x",1,4,Plasma membranes | RER | Mitochondria | Vesicle,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/estruturas/membranas/membranes-2
45,02_celulas/02_estruturas/02_membranas/03_membranes-3/index.html,página de lâmina,Membranes,Células > Estruturas > Membranas > Membranes 3,https://digitalhistology.org/cells/structures-2/membranes/membranes-3/,"This image shows a sample of unmyelinated axons prepared using the freeze-fracture method. In this technique, tissue is frozen and then fractured, which separates membranes into the two leaflets of the lipid bilayer. This unique process reveals membrane structure, particularly the membrane proteins which appear as bumps embedded in the lipid leaflet. In this image, the axons are arranged horizontally. 100,000x",1,2,Membrane proteins | Lipid leaflet,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/estruturas/membranas/membranes-3
46,02_celulas/02_estruturas/02_membranas/04_membranes-4/index.html,página de lâmina,Membranes,Células > Estruturas > Membranas > Membranes 4,https://digitalhistology.org/cells/structures-2/membranes/membranes-4/,"The plasma membrane is the unique membrane surrounding the cell. A single membrane cannot be resolved by the light microscope and thus the prominent line visible between adjacent cells represents the plasma membranes of each cell, as well as intercellular space, cytoskeletal elements, and proteins associated with the membrane. Kidney tubules 1000x",1,5,Plasma membranes | Columnar cells | Cuboidal cells | Squamous cells | Lumens,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/estruturas/membranas/membranes-4
47,02_celulas/02_estruturas/02_membranas/05_membranes-5/index.html,página de lâmina,Membranes,Células > Estruturas > Membranas > Membranes 5,https://digitalhistology.org/cells/structures-2/membranes/membranes-5/,"By electron microscopy, membranes appear as dark lines, due to the reaction of osmium with the membrane lipids. At much higher magnification, membranes show a trilaminar appearance due to the localized binding of electron-dense osmium within the lipid bilayer. Membranes are a component of many intracellular organelles, as well as forming the unique membrane at the cell surface, called the plasma membrane. The margins of two cells are visible in this image. 15,000x",1,8,Plasma membrane | Cytoplasm | Nuclei | Nuclear envelope | RER | Mitochondria | Intercellular space | Cellular extensions,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/estruturas/membranas/membranes-5
48,02_celulas/02_estruturas/02_membranas/06_membranes-6/index.html,página de lâmina,Membranes,Células > Estruturas > Membranas > Membranes 6,https://digitalhistology.org/cells/structures-2/membranes/membranes-6/,"The plasma membrane forms a semipermeable barrier between the cytoplasm and the exterior of the cell. Movement of materials across the plasma membrane can occur by: (1) simple diffusion for lipid soluble and small uncharged molecules; (2) active or passive transport via membrane transport proteins; and (3) vesicular transport (endocytosis and exocytosis), which involves the fusion and formation of small vesicles at the membrane (seen here). Capillary endothelial cell 40,000x",1,8,Endothelial cell | Basal lamina | Plasma membrane | Vesicles | Endocytosis | Exocytosis | Loose connective tissue | Capillary lumen,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/estruturas/membranas/membranes-6
49,02_celulas/02_estruturas/02_membranas/07_membranes-7/index.html,página de lâmina,Membranes,Células > Estruturas > Membranas > Membranes 7,https://digitalhistology.org/cells/structures-2/membranes/membranes-7/,"A unique feature of the plasma membrane is the glycocalyx, a fuzzy-appearing, carbohydrate-rich layer only present on the external cell surface. This layer consists of carbohydrate chains attached to membrane proteins and lipids as well as membrane-anchored proteoglycans. The glycocalyx provides a microdomain for enzymatic digestion, cell recognition and adhesion. In this image, the glycocalyx is seen projecting from the tips of small cell processes called microvilli. 10,000x",1,3,Glycocalyx | Microvilli | Plasma membrane,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/estruturas/membranas/membranes-7
50,02_celulas/02_estruturas/02_membranas/08_membranes-8/index.html,página de lâmina,Membranes,Células > Estruturas > Membranas > Membranes 8,https://digitalhistology.org/cells/structures-2/membranes/membranes-8/,"Membranes form a major component of a number of intracellular organelles. This image shows the two membranes forming the nuclear envelope, as well as those composing rough endoplasmic reticulum (RER), smooth endoplasmic reticulum (SER) and mitochondria. 38,000x",1,6,Nucleus | Inner nuclear membrane | Outer nuclear membrane | SER | RER | Mitochondria,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/estruturas/membranas/membranes-8
51,02_celulas/02_estruturas/02_membranas/09_membranes-9/index.html,página de lâmina,Membranes,Células > Estruturas > Membranas > Membranes 9,https://digitalhistology.org/cells/structures-2/membranes/membranes-9/,"This electron micrograph illustrates intracellular membranes, such as SER, RER and the two membranes of the nuclear envelope. The two membranes of mitochondria are also visible; the inner membrane folding inward to form cristae. 30,000x",1,9,Nucleus | Nuclear envelope | Inner nuclear membrane | Outer nuclear membrane | Mitochondria | Outer membrane | Inner membrane | RER | SER,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/estruturas/membranas/membranes-9
52,02_celulas/02_estruturas/02_membranas/10_membranes-10/index.html,página de lâmina,Membranes,Células > Estruturas > Membranas > Membranes 10,https://digitalhistology.org/cells/structures-2/membranes/membranes-10/,"The mitochondrion is a membranous organelle possessing two membranes, which are readily resolved in this high magnification micrograph. The inner membrane is folded and projects into the central matrix of the mitochondrion to provide increased surface area. These fold are called cristae. 60,000x",1,4,Mitochondria | Outer membrane | Inner membrane | Illustration,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/estruturas/membranas/membranes-10
53,02_celulas/02_estruturas/02_membranas/index.html,nó de navegação curricular,Membranes,Células > Estruturas > Membranas,https://digitalhistology.org/cells/structures-2/membranes/,,0,0,,"Converter em índice curricular pesquisável, com objetivos, mapa de subtópicos, progresso e acesso às lâminas descendentes.",/manual-clinico/histologia/estruturas/membranas
54,02_celulas/02_estruturas/03_nucleo/01_nucleus-1/index.html,página de lâmina,Nucleus,Células > Estruturas > Núcleo > Nucleus 1,https://digitalhistology.org/cells/structures-2/nucleus/nucleus-1/,"The nucleus is usually the most prominent structure in the cell and, in non-dividing cells, the nucleus is well demarcated from the cytoplasm by the nuclear envelope. The nucleus houses the genomic DNA, transcribes and processes messenger RNA and contains the nucleolus, the site of ribosomal RNA production and the initial assembly of ribosomes.",1,3,Nucleus | Nuclear envelope | Nucleolus,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/estruturas/nucleo/nucleus-1
55,02_celulas/02_estruturas/03_nucleo/02_nucleus-2/index.html,página de lâmina,Nucleus,Células > Estruturas > Núcleo > Nucleus 2,https://digitalhistology.org/cells/structures-2/nucleus/nucleus-2/,"This image shows a variety of cell types in a connective tissue. The nucleus is the most prominent structure in the cell and shows basophilic staining due to the presence of DNA. Features such as nuclear shape, position and staining properties vary between cell types and are often used for cell identification. In some cases, the cytoplasm of a cell is not visible. 1000x",1,4,Nuclei | Cytoplasm | Blood vessels | Collagen fibers,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/estruturas/nucleo/nucleus-2
